,0,yeong,,jennifer,,yoobin,,changhyun,,TRUE,0-1 label,jennifer-yeong,yoobin-yeong,yoobin-jennifer,changhyun-yeong,changhyun-jennifer,changhyun-yoobin,changhyun-yoobin-yeong,Everyone got correct,at least 3 ppl got correct,majority answer,GPT2 Result,GPT2 correctness,True value where GPT was wrong and majority of us were correct,,,,,
783,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
784,K... Must book a not huh? so going for yoga basic on sunday?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
785,And he's apparently bffs with carly quick now,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
786,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
787,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
788,Where's my boytoy? I miss you ... What happened?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
789,Spoons it is then okay?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
790,Ok.ok ok..then..whats ur todays plan,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
791,How many times i told in the stage all use to laugh. You not listen aha.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
792,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
793,Good morning princess! How are you?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
794,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
795,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
796,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
797,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
798,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,1,0,0,,,,,
799,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
800,i am going to bed now prin,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
801,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
802,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
803,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
804,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
805,You will be in the place of that man,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
806,Let me know when you've got the money so carlos can make the call,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
807,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
808,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
809,Where do you need to go to get it?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
810,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
811,You still coming tonight?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
812,No it will reach by 9 only. She telling she will be there. I dont know,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
813,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
814,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0,1,1,0,1,0,1,0,ham,0,0,0,1,0,1,1,0,0,0,majority got incorrect,1,0,FALSE,,,,,
815,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
816,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
817,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
818,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
819,Fuck babe ... What happened to you ? How come you never came back?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
820,Ok both our days. So what are you making for dinner tonite? Am I invited?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
821,Where are the garage keys? They aren't on the bookshelf,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
822,"Hi Chikku, send some nice msgs",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
823,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
824,K.k:)advance happy pongal.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
825,Nationwide auto centre (or something like that) on Newport road. I liked them there,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
826,Do you know where my lab goggles went,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
827,"K will do, addie &amp; I are doing some art so I'll be here when you get home",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
828,"Aight, I'll ask a few of my roommates",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
829,Lol I would but despite these cramps I like being a girl.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
830,Re your call; You didn't see my facebook huh?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
831,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
832,Yup ok...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
833,Did either of you have any idea's? Do you know of anyplaces doing something?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
834,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
835,We still on for tonight?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
836,Wat would u like 4 ur birthday?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
837,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
838,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0,1,1,0,1,0,0,1,ham,0,0,0,1,1,0,0,1,0,0,majority got incorrect,0,1,FALSE,,,,,
839,I am waiting for your call sir.,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
840,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
841,Thanks for loving me so. You rock,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
842,Still chance there. If you search hard you will get it..let have a try :),0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
843,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
844,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,1,1,0,0,1,1,0,ham,0,0,1,0,0,1,0,0,0,0,majority got incorrect,0,1,FALSE,,,,,
845,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
846,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
847,I'm serious. You are in the money base,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
848,It vl bcum more difficult..,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
849,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
850,I am not having her number sir,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
851,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
852,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
853,I can't describe how lucky you are that I'm actually awake by noon,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
854,Yup,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
855,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
856,I'm home...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
857,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,1,0,0,1,1,0,0,1,ham,0,0,1,0,0,1,0,0,0,0,majority got incorrect,0,1,FALSE,,,,,
858,Nt joking seriously i told,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
859,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0,1,0,1,1,0,0,1,ham,0,1,0,0,1,1,0,1,0,1,0,0,1,FALSE,,,,,
860,Hey what's up charles sorry about the late reply.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
861,Oh sorry please its over,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
862,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0,1,1,0,1,0,1,0,ham,0,0,0,1,0,1,1,0,0,0,majority got incorrect,0,1,FALSE,,,,,
863,I keep ten rs in my shelf:) buy two egg.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
864,Not to worry. I'm sure you'll get it.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
865,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
866,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
867,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
868,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
869,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",0,1,0,1,0,1,1,0,ham,0,1,1,1,0,0,0,0,0,1,0,0,1,FALSE,,,,,
870,"Sorry, I'll call later",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
871,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
872,U should make a fb list,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
873,K:)all the best:)congrats...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
874,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
875,No. She's currently in scotland for that.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
876,"Some friends want me to drive em someplace, probably take a while",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
877,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,1,0,0,,,,,
878,I will spoil you in bed as well :),0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
879,Ok i am on the way to railway,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
880,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
881,aathi..where are you dear..,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
882,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
883,I am in your office na.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
884,No..but heard abt tat..,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
885,So how many days since then?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
886,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
887,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,0,0,0,0,1,1,1,1,spam,1,1,0,0,0,0,1,0,0,0,majority got incorrect,1,1,FALSE,,,,,
888,Where r we meeting?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
889,I'm also came to room.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
890,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
891,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
892,Yup bathe liao...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
893,When you guys planning on coming over?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
894,"Haha, that was the first person I was gonna ask",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
895,Aiyah u did ok already lar. E nydc at wheellock?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
896,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
897,Its not that time of the month nor mid of the time?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
898,Thank you princess! I want to see your nice juicy booty...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
899,"The table's occupied, I'm waiting by the tree",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
900,That's cause your old. I live to be high.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
901,Why didn't u call on your lunch?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
902,So are you guys asking that i get that slippers again or its gone with last year,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
903,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
904,At 4. Let's go to bill millers,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
905,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
906,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
907,Oh Howda gud gud.. Mathe en samachara chikku:-),0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
908,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
909,I'm at work. Please call,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
910,"Probably, want to pick up more?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
911,Wot u up 2 u weirdo?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
912,They just talking thats it de. They wont any other.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
913,Lol well don't do it without me. We could have a big sale together.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
914,Aight should I just plan to come up later tonight?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
915,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
916,It should take about  &lt;#&gt;  min,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
917,I was just callin to say hi. Take care bruv!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
918,How are you with moneY...as in to you...money aint a thing....how are you sha!,0,1,0,1,1,0,0,1,ham,0,1,0,0,1,1,0,1,0,1,0,0,1,FALSE,,,,,
919,Pls send me your address sir.,0,1,0,1,0,1,1,0,ham,0,1,1,1,0,0,0,0,0,1,0,0,1,FALSE,,,,,
920,Doing my masters. When will you buy a bb cos i have for sale and how's bf,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
921,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
922,"Yeah, we got one lined up for us",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
923,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
924,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
925,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
926,Dont show yourself. How far. Put new pictures up on facebook.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
927,U too...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
928,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
929,Umma my life and vava umma love you lot dear,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
930,"Not really dude, have no friends i'm afraid :(",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
931,Beauty sleep can help ur pimples too.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
932,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
933,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
934,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
935,"Ela kano.,il download, come wen ur free..",0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
936,Sounds great! Im going to sleep now. Have a good night!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
